filename,bio,image_url,special_id,collected_at
details_DANGEROUS_GAMES_TO_PLAY.html,"Director(s): Angel GOMEZ Year of production: 2025 ALTITUDE FILM SALES / ALTITUDE FILM ENTERTAINMENT- asSALESAll rights, World Thriller - Pre-Production 2025 Producer(s): Basil IWANYK (Thunder Road Pictures), Scott STRAUSS (Badlands Productions) Countries: PORTUGAL Genres: Thriller, Horror Synopsis: Chanting in front of a mirror, riding an elevator alone, taking pictures in the dark... While these games might seem like simple dares or tests of bravery, a group of friends learn flirting with the other side is dangerous and what they’ve summoned doesn’t want the games to end.",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464518.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_SUNLIGHT.html,"Synopsis: IVER once brought former recovering addict LEON back from the edge and now Leon is determined to do the return the favour as Iver decides to leave this world on his own terms following his terminal diagnosis. Leon takes Iver out n one last day in Dublin in an attempt to change his mind. Director(s): Claire DIX Producer(s): Roisin GERAGHTY (LITTLE ROSE FILMS), Evan HORAN (KEEPER PICTURES) Cast: Barry WARD,Liam CARNEY,Maureen  BEATTIE Genres: Drama, Comedy KEEPER PICTURES- asPROD Drama - Completed 2022Released in  on Mar 16, 2023 Countries: IRELAND Writer(s): Ailbhe  KEOGHAN Year of production: 2022 Duration: 95 mn Languages: ENGLISH",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464548.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_KRISTALLNACHT.html,"Director(s): Stefan  RUZOWITZKY Countries: AUSTRIA, USA Producer(s): Michael BENAROYA (Benaroya Pictures), Danny KRAUSZ (Dor Film), Marcelo GANDOLA, Daniel ZUTA Year of production: 2025 INTERNATIONAL FILM TRUST- asSALESAll rights, World Historical - Pre-Production 2025 Police lieutenant Krützfeld faces a moral test when a Jewish man is wrongly accused, sparking orders to attack Jewish neighborhoods. As chaos erupts, the lieutenant must decide between following orders or protecting the innocent. Cast: Clive OWEN Genres: Historical, Thriller",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464297.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_THE_CRIMSON_LIPSTICK_BYTES.html,"Duration: 112 mn Synopsis: Detective, Derek Kong – known for his sharp mind and eccentric methods, reluctantly takes on what will be his final matrimonial case. He’s tired of these investigations, exposing betrayal after betrayal, only to leave behind shattered lives. But when his young, idealist assistant, Suraya, asks him to guide her to learning how to distinguish good men from bad, he finds himself drawn back into the murky world of love, lies and illusion.In this modern noir setting, Kong operates in a gritty mysterious world, where shadows obscure the truth and the lines between fantasy and reality blur. His life as a detective isn’t just a job – it’s an intriguing way of life. One that keeps pulling him deeper into the human psyche, despite the toll it takes on him.The case begins simply enough: Catch a cheating husband and provide proof to the heart-broken wife. But as Kong delves deeper, he senses this case is about more than infidelity. It’s about the illusions people create to protect themselves from painful truths.Kong sets up a sting at Jay Brown’s funk and soul bar, transforming it into a 1920s themed jazz speakeasy. The nostalgic atmosphere is the perfect setting for deception, where music, role-play and pretence blur reality.  Ms. Kate Chin, a woman connected to the film industry, helps him set the stage. But Kate soon brings him another mystery. A priceless Malay dagger has gone missing from the film studio’s props department and a cryptic note, written in lipstick on a mirror, hints at something far more sinister.Kong finds himself juggling two cases: The missing dagger and the unfaithful husband. Both seemingly unrelated but bound by an undercurrent of illusion and betrayal. The missing dagger, once a mere prop, takes on symbolic significance, representing power and ambition, the crimson rose lipstick, the hidden desires and the dark side of human nature.As Kong dives deeper, it becomes clear that the cases aren’t as separate as they seem and the mysteries start to converge in unexpected ways. The sting operation at the speakeasy into a surreal stage where everyone plays a role and the lines between truth and illusion blur. His investigation turns into a philosophical exploration of the masks people wear and the lies they tell to survive.Kong’s cynical view of love and loyalty is tested as he uncovers layer after layer of deception.As the cases converge, Kong is forced to confront his own disillusionment with the world. The noir landscape around him, a city of flickering neon lights, smoky jazz clubs and shadowy figures, mirrors the internal struggles of the people he investigates and his own.The innocence of youth takes on a more compulsive tone as he delves deeper and deeper into the past, with its sights and sounds. Suraya, meanwhile, learns that in this gritty world, the line between good and bad is never clear and the truth is always elusive.In the end, what started as a simple matrimonial case becomes a profound journey into the human soul. Kong’s final investigation reveals not just the infidelity of a husband or the theft of a priceless dagger but the roles people play to survive and the illusions they construct to protect themselves. A world where deception is often a necessary means of survival.For detective Kong, this mysterious lifestyle he inhabits, this shadowy world of intrigue, fantasy and betrayal, proves that the pursuit of truth is never straight forward. Sometimes, to uncover the truth, even the most brilliant detective must be willing to lose himself in the illusion. Budget: 3 - 5 M$ Genres: Thriller Year of production: 2026 LATIN AMERICAN TRAINING CENTER (LATC)- asCONS Thriller - Development 2026 An eccentric private detective grapples with love, fantasy, and betrayal as a seemingly simple affair case spirals into a surreal journey of role play and redemption. Languages: ENGLISH Countries: MALAYSIA",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464443.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_PENNU_CASE.html,"Cast: Nikhila VIMAL Partners & financing: Partners : CV Sarathi Year of production: 2025 Duration: 130 mn Production schedule: Pre-Production : 2 MonthsProduction : 40 days within 2 MonthsPost-Production : 3 Months Budget: 0.6 - 1 M$ Producer(s): Aswathi NADUTHODI (VU TALKIES), Cv SARATHI (E4EXPERIMENTS) End of shooting: Feb 27, 2025 Beginning of shooting: Jan 06, 2025 Countries: INDIA VU TALKIES- asPROD Thriller - Pre-Production 2025 This film explores seven days in the life of a police officer investigating a woman arrested for marriage fraud : one woman, many men and too many marriages Director(s): Febin SIDHARTH Languages: MALAYALAM Genres: Thriller, Comedy",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464511.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_A_COWBOY_AGAINST_THUNDER.html,"Countries: CANADA Director(s): Morgan EMTER Synopsis: Three traders make their way across the prairies to deliver a mysterious box to an unknown buyer, but an unnatural storm strands them at a homestead. The house is home to a single strange occupant – The Watcher.The Watcher tells tales of a magic lantern and a desperate cowboy attempting to save his wife. As they decide what’s real and what’s not, the traders hatch a plan to retrieve the large iron chest they left stranded in the storm. The Watcher warns them of a spirit that haunts his homestead to this very day.Unexplained happenings and violent confrontations lead to the revelation that The Watcher is not as he appears. A twisted family history leads to the truth behind the lantern. And just when it seems like the traders have a handle on things, they come face-to-face with the elusive cult known only as The Red Hats. Genres: Western, Action/Adventure, Thriller Year of production: 2025 Producer(s): Andrea MATERIA (Greater Fool Films) APL FILM- asSALESAll rights, World Western - Completed 2025 Three traders make their way across the prairies to deliver a mysterious box to an unknown buyer, but an unnatural storm strands them at a homestead. Duration: 78 mn Cast: Alice  WORDSWORTH,Emily  HOWARD,Reamonn  JOSHEE,Michael ROLFE Languages: ENGLISH",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464285.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_HOLIDAY_TWIST.html,"Genres: Romance, Comedy Languages: ENGLISH Duration: 105 mn Writer(s): Stephanie  GARVIN TWIN ENGINES GLOBAL- asSALESAll rights, World Romance - Completed 2023 A heartwarming tale of resilience and connection, weaving lives together in a magical quest to rescue Christmas and find redemption in each other. Producer(s): Salomé BREZINER, Veljko DRONJAK Countries: USA Cast: Sean  ASTIN,Neal  MCDONOUGH,Kelly  STABLES,Caylee  COWAN Synopsis: A high-powered CEO’s life unravels just before Christmas, forcing her to confront her failures. When she is met with a series of chance encounters between characters together, they must figure out how to save Christmas and each other. Director(s): Stephanie  GARVIN Year of production: 2023",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464666.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_825_FOREST_ROAD.html,"Writer(s): Stephen COGNETTI Year of production: 2024 Producer(s): Joe  BANDELLI, Cindi RICE, Dana GUERIN, John Frank ROSENBLUM Genres: Horror BLUE FINCH FILM RELEASING- asSALESAll rights, World Horror - Completed 2024 Countries: USA Director(s): Stephen COGNETTI Synopsis: Chuck hopes to start a new life with his wife and sister after a family tragedy but he quickly discovers that the town has a secret. There is a dark presence terrorizing the residents known to be linked to the ghost of Helen Foster, a woman who took her own life in the ‘40s. Finding Helen's old home is key to ending the hauntings, but the address they have doesn’t match any of the town’s existing streets. When Chuck realizes his family might be in danger of Helen's wrath, he takes it upon himself to locate 825 Forest Road before it's too late. Cast: Elizabeth VERMILYEA,Kathryn MILLER,Joe FALCONE,Darren F.  EARL,Lorenzo BERONILLA",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464626.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_ROBIN_AND_THE_HOODS.html,"Synopsis: For the tenacious 11-year-old Robin and her loyal band of friends ‚The Hoods‘, the patch of overgrown scrubland at the end of their cul-de-sac is a magical kingdom. Sticks and bin lids have become swords andshields, drones have become majestic eagles and the hippy lady in the forest is a terrifying witch. The only thing limiting their colourful imagination is the prospect of losing their kingdom forever. When a slippery property developer, Clipboard, turns up and dazzles the parents of the area with promises of health spas and day-care facilities, Robin and The Hoods‘ world is faced with an existential threat. Despite the children‘s best efforts, their protests fall on deaf ears. When their parents can‘t see the wood for the trees, Robin and her friends take matters into their own hands to defend their kingdom.This feel good film with lots of humor and action for kids and adults with a fresh take on the Robin Hood legend, is packed with imagination, bravery and delivers the message of standing up for what is right. ROBIN AND THE HOODS stars “Spectre” and “Skyfall” star Naomie Harris. She is joined by Gwendoline Christie, known ‘Brienne of Tarth’ of ”Game of Thrones”. Mark Williams, beloved as ‘Arthur Weasley‘ from the “Harry Potter” series.ROBIN AND THE HOODS promises to be an action-packed fantasy adventure that balances excitement with heartfelt moments to captivate audiences of all ages. This Original is directed by Phil Hawkins (“Prancer: A Christmas Tale”, “It Lies Within” – TV Mini Series). Genres: Animation, Family, Action/Adventure Year of production: 2024 EPSILON FILM- asSALES Animation - Completed 2024 A spirited young girl and her close-knit group of friends, ’the Hoods,‘ take on a powerful property developer to defend their beloved play world, which they see as their ’kingdom.‘ Thrilling family fantasy adventure with Naomie Harris (“Skyfall”, “Spectre”) and Gwendoline Christie (“Game of Thrones” Producer(s): Claudia  BLUEMHUBER (Silver Reel), Alexander  JOOSS (Silver Reel), Matt  WILLIAMS (Future Artists Entertainment) Countries: UNITED KINGDOM Cast: Naomie  HARRIS,Gwendoline  CHRISTIE,Mark  WILLIAMS,Darcey  EWART Duration: 96 mn Director(s): Phil HAWKINS Budget: 10 - 25 M$",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464537.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
details_THE_BOOK_OF_THE_WITCH.html,"Cast: Krishna SMITHA,Danny PARKER-LOPES,Ali WILLIAMS,Ian CARDONI,Sadhana SINGHAL,Lorne WOOD INDIE RIGHTS- asSALESAll rights, World/DISTRTheatrical, TV, DVD-video, VOD, Airline, World Horror - Completed 2024 Driven by her fear of death, Victoria hunts a mythical Witch, determined to steal her book that grants eternal life-but at a sinister price. Year of production: 2024 Genres: Horror Synopsis: Driven by her fear of death, Victoria hunts a mythical Witch, determined to steal her book that grants eternal life-but at a sinister price. Countries: USA Duration: 73 mn Director(s): Joshua SOWDEN Languages: ENGLISH Producer(s): Joshua SOWDEN",https://dauvsy92u4wdt.cloudfront.net/fit-in/267x388/prod/film/2464689.jpg?width=267&height=388&404=noimg_film_poster.png?width=267&height=388&404=noimg_film_poster.png,data_3a700d342e03ad185b8af7a3cfb50235_20241029164315,2024-10-29 16:43:15.087661
